name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Pooja Desai,18,Male,BBA,3rd Year,91,6.1,7.0,8.2,7.2,7.8,0.0,occasionally,0,7.2,2,0,0.2053756340606896,0.21,Low
Sneha Shah,19,Female,BA,3rd Year,73,6.0,5.5,8.1,7.6,9.5,0.0,occasionally,0,7.3,2,0,0.28144790947564274,0.28,Low
Aryan Singh,20,Female,BSc CS,3rd Year,52,7.8,6.1,9.0,6.9,7.0,1.0,never,1,7.4,0,1,0.5614851277125792,0.56,Medium
Yash Tiwari,20,Female,BBA,3rd Year,39,7.1,7.0,7.2,7.6,6.4,0.0,occasionally,0,7.1,2,0,0.46162619683644984,0.46,Medium
Rahul Tiwari,22,Female,BSc CS,2nd Year,36,5.0,7.7,7.5,6.4,5.3,0.0,never,1,6.4,0,0,0.6783023681603987,0.66,High
Manav Mehta,20,Male,BBA,1st Year,79,6.7,7.0,6.8,6.4,7.2,0.0,occasionally,0,6.8,2,0,0.30966173424978227,0.31,Medium
Nisha Patel,18,Female,BSc IT,1st Year,73,4.8,9.6,7.6,9.3,9.2,2.0,rarely,0,8.1,1,1,0.39430320857220047,0.41,Medium
Kavya Khan,18,Female,BCom,3rd Year,76,9.3,4.8,5.4,7.9,6.2,1.0,occasionally,0,6.7,2,1,0.4100609298556293,0.41,Medium
Aarav Bansal,21,Male,BCom,3rd Year,100,7.3,6.7,7.4,6.0,5.0,0.0,never,0,6.5,0,0,0.37746495782933637,0.38,Medium
Riya Tiwari,19,Male,BBA,1st Year,70,7.4,6.6,7.0,7.3,7.9,1.0,rarely,0,7.2,1,1,0.4380946663865294,0.43,Medium
Aryan Shah,19,Male,BA,2nd Year,86,7.1,5.5,7.6,5.9,8.3,0.0,regularly,0,6.9,3,0,0.21265420055827353,0.22,Low
Neha Sharma,20,Male,BSc CS,2nd Year,73,4.7,7.2,6.9,6.2,5.8,0.0,regularly,0,6.2,3,0,0.36044661884323304,0.36,Medium
Meera Patel,19,Male,BCom,3rd Year,100,6.9,7.4,7.5,8.1,7.1,1.0,occasionally,0,7.4,2,1,0.2229492451301136,0.23,Low
Meera Saxena,18,Female,BSc CS,1st Year,53,6.9,7.0,7.0,6.8,7.0,3.0,occasionally,1,6.9,2,1,0.6409040429810607,0.63,High
Aryan Reddy,22,Male,BSc IT,2nd Year,68,7.1,7.8,6.8,7.2,6.0,1.0,rarely,0,7.0,1,1,0.4773839181198788,0.48,Medium
Manav Shah,18,Male,BCom,1st Year,83,8.8,6.1,7.8,6.6,6.4,0.0,regularly,0,7.1,3,0,0.19820211903832874,0.19,Low
Neha Reddy,20,Male,BSc IT,3rd Year,77,5.3,7.9,5.5,7.7,7.1,2.0,rarely,0,6.7,1,1,0.541015097397725,0.54,Medium
Siddharth Sharma,22,Female,BBA,1st Year,82,5.6,6.2,6.3,4.8,7.6,2.0,never,0,6.1,0,1,0.6547858450640816,0.64,High
Varun Jain,19,Male,BA,1st Year,64,8.6,8.8,7.8,6.2,5.4,0.0,rarely,0,7.4,1,0,0.37293273704115015,0.38,Medium
Aditya Agarwal,18,Male,BBA,2nd Year,56,8.4,9.5,5.7,8.8,7.0,0.0,occasionally,0,7.9,2,0,0.2891016598133086,0.29,Low
Rohan Malhotra,22,Male,BBA,2nd Year,80,7.3,6.2,5.8,6.2,6.6,1.0,never,0,6.4,0,1,0.5511600684335323,0.55,Medium
Vikram Malhotra,21,Female,BA,3rd Year,77,7.1,6.4,6.4,8.1,5.8,1.0,occasionally,0,6.8,2,1,0.40315754719812713,0.4,Medium
Aryan Saxena,22,Female,BCom,3rd Year,65,7.3,7.9,6.6,7.2,8.1,1.0,never,1,7.4,0,1,0.5009454632770057,0.5,Medium
Manav Saxena,20,Male,BCom,2nd Year,75,7.2,6.0,7.0,5.2,5.3,3.0,rarely,0,6.2,1,1,0.695845964522616,0.7,High
Tanvi Mishra,22,Male,BSc CS,1st Year,70,6.3,8.1,6.4,6.6,6.6,3.0,occasionally,0,6.8,2,1,0.5803943932526938,0.58,Medium
Aditya Nair,22,Male,BSc CS,2nd Year,60,9.9,8.5,7.0,7.4,7.4,2.0,regularly,0,8.0,3,1,0.34113215475583036,0.38,Medium
Neha Mishra,21,Male,BSc IT,3rd Year,69,7.8,6.3,9.1,8.1,5.2,1.0,never,0,7.3,0,1,0.4924663084911605,0.49,Medium
Meera Desai,21,Female,BSc IT,2nd Year,91,6.6,5.8,8.5,9.1,8.2,0.0,occasionally,0,7.6,2,0,0.15742713929825605,0.16,Low
Rohan Bansal,21,Female,BCom,2nd Year,86,6.2,8.2,7.3,5.2,7.1,0.0,regularly,0,6.8,3,0,0.22024792148152586,0.23,Low
Vikram Shah,18,Male,BSc CS,1st Year,44,8.3,6.1,5.6,6.1,6.5,0.0,rarely,0,6.5,1,0,0.5656271573070806,0.57,Medium
Vikram Iyer,19,Female,BA,3rd Year,73,8.0,8.3,6.8,7.3,6.5,1.0,never,0,7.4,0,1,0.46765915298496263,0.47,Medium
Neha Shah,20,Female,BSc CS,2nd Year,64,8.4,8.5,6.9,6.2,9.6,0.0,never,1,7.9,0,0,0.36661464117417525,0.35,Medium
Simran Shah,19,Female,BCom,3rd Year,55,5.8,7.0,9.1,7.1,7.2,2.0,regularly,0,7.2,3,1,0.46039559384098194,0.47,Medium
Shreya Chopra,19,Female,BSc IT,1st Year,78,6.3,7.1,5.2,5.1,6.3,0.0,regularly,0,6.0,3,0,0.35634961130954174,0.36,Medium
Neha Mehta,21,Male,BCom,2nd Year,65,6.1,6.0,7.4,7.2,5.4,0.0,never,0,6.4,0,0,0.542605876879671,0.54,Medium
Vikram Mehta,18,Male,BBA,2nd Year,90,9.2,8.8,6.0,4.6,7.2,3.0,rarely,0,7.1,1,1,0.5107752798871447,0.51,Medium
Krishna Patel,18,Female,BCom,3rd Year,88,7.4,8.7,8.4,7.4,6.1,1.0,rarely,0,7.6,1,1,0.31396884473391956,0.31,Medium
Riya Verma,19,Male,BBA,1st Year,48,5.6,7.2,5.0,5.4,8.1,2.0,occasionally,0,6.3,2,1,0.6653960440615901,0.66,High
Karan Singh,22,Male,BCom,1st Year,77,8.6,6.4,8.3,8.0,7.0,1.0,never,0,7.7,0,1,0.41372272413482614,0.41,Medium
Tanvi Tiwari,19,Male,BBA,1st Year,73,6.5,6.9,5.2,8.3,8.0,1.0,regularly,0,7.0,3,1,0.3377555001950955,0.34,Medium
Ishaan Singh,18,Female,BSc CS,1st Year,59,6.8,8.1,7.6,9.6,5.9,1.0,rarely,0,7.6,1,1,0.4441876519494553,0.45,Medium
Ananya Kapoor,19,Male,BSc IT,3rd Year,99,7.4,7.0,8.6,7.8,6.8,0.0,rarely,0,7.5,1,0,0.1956058468649638,0.21,Low
Shreya Sharma,21,Female,BBA,1st Year,92,5.1,8.1,7.0,6.4,8.8,0.0,never,0,7.1,0,0,0.33876099288651434,0.34,Medium
Rahul Singh,19,Female,BSc CS,1st Year,73,5.6,7.4,6.9,7.0,7.2,0.0,regularly,0,6.8,3,0,0.2771708136987122,0.28,Low
Priya Verma,18,Male,BA,2nd Year,78,6.4,6.1,4.9,5.4,8.4,2.0,occasionally,0,6.3,2,1,0.5352522736140709,0.53,Medium
Varun Reddy,21,Male,BBA,2nd Year,100,7.3,4.7,4.4,7.9,10.0,0.0,never,0,6.9,0,0,0.3335234264789747,0.34,Medium
Krishna Kulkarni,21,Female,BSc IT,2nd Year,70,7.1,6.5,7.6,6.5,8.5,2.0,rarely,0,7.2,1,1,0.5117957799321667,0.51,Medium
Sneha Chopra,20,Male,BSc CS,3rd Year,90,9.0,7.6,6.8,8.2,6.4,1.0,occasionally,0,7.6,2,1,0.2443497313683704,0.24,Low
Tanvi Malhotra,19,Female,BCom,1st Year,88,6.5,6.8,7.0,7.4,5.4,0.0,regularly,0,6.6,3,0,0.23485007653750334,0.23,Low
Neha Malhotra,18,Female,BCom,2nd Year,75,8.5,9.1,5.3,8.5,7.9,1.0,never,0,7.9,0,1,0.402137047153105,0.4,Medium
Nisha Jain,19,Male,BSc IT,1st Year,74,8.4,7.8,5.4,6.0,8.8,1.0,regularly,0,7.3,3,1,0.2910526157817331,0.29,Low
Ananya Kapoor,21,Male,BBA,2nd Year,63,5.3,8.8,7.0,3.0,7.5,0.0,never,0,6.3,0,0,0.56498184110214,0.55,Medium
Ishaan Kulkarni,20,Female,BBA,1st Year,79,6.7,7.6,4.8,7.9,8.1,0.0,occasionally,0,7.0,2,0,0.2870306450160579,0.29,Low
Yash Khan,22,Male,BBA,1st Year,68,8.9,6.1,6.5,7.2,9.8,1.0,regularly,0,7.7,3,1,0.26867665155926407,0.28,Low
Pooja Saxena,19,Male,BA,1st Year,67,5.5,6.7,7.0,7.5,7.6,4.0,regularly,0,6.8,3,1,0.6012546147612329,0.6,Medium
Vikram Joshi,21,Male,BCom,2nd Year,76,8.3,8.2,5.0,6.2,6.8,1.0,occasionally,0,6.9,2,1,0.39299756880871634,0.39,Medium
Siddharth Tiwari,19,Male,BCom,1st Year,73,8.4,6.7,6.6,7.7,6.4,1.0,rarely,0,7.2,1,1,0.4347630338866043,0.43,Medium
Aarav Verma,21,Male,BA,1st Year,95,7.6,6.0,6.8,6.8,8.5,0.0,never,0,7.1,0,0,0.3210823303418675,0.32,Medium
Shreya Shah,22,Female,BA,1st Year,66,6.3,7.3,7.3,8.2,7.6,1.0,never,0,7.3,0,1,0.5037818531080229,0.5,Medium
Pooja Singh,18,Female,BCom,2nd Year,76,8.2,8.0,6.8,6.9,5.9,2.0,rarely,0,7.2,1,1,0.49537773509019417,0.5,Medium
Rahul Malhotra,21,Female,BSc CS,3rd Year,83,8.3,7.0,8.2,7.3,6.9,1.0,occasionally,0,7.5,2,1,0.28294864483596965,0.28,Low
Simran Saxena,22,Male,BBA,3rd Year,51,7.4,7.7,7.4,6.4,6.5,1.0,occasionally,0,7.1,2,1,0.48125581534952133,0.47,Medium
Shreya Saxena,18,Male,BSc CS,3rd Year,70,5.9,5.8,7.3,6.1,5.3,0.0,rarely,0,6.1,1,0,0.5036617942791969,0.5,Medium
Kavya Khan,21,Male,BSc IT,3rd Year,76,7.9,6.3,6.1,4.5,7.4,1.0,never,0,6.4,0,1,0.5682984662484618,0.57,Medium
Rahul Agarwal,18,Female,BA,3rd Year,90,8.7,7.0,8.5,8.5,6.4,2.0,never,0,7.8,0,1,0.4091304739322268,0.41,Medium
Diya Saxena,21,Male,BCom,2nd Year,100,9.2,6.4,5.2,9.0,7.8,0.0,never,0,7.5,0,0,0.2504427169312963,0.26,Low
Ananya Shah,22,Male,BCom,2nd Year,79,5.0,5.8,6.9,9.4,5.3,1.0,occasionally,0,6.5,2,1,0.4260587687967104,0.43,Medium
Rahul Iyer,19,Male,BSc CS,1st Year,100,7.5,6.9,9.3,8.3,7.4,0.0,never,0,7.9,0,0,0.20914247981510933,0.21,Low
Rahul Singh,22,Female,BSc IT,1st Year,75,6.8,5.6,9.2,7.5,5.4,1.0,occasionally,0,6.9,2,1,0.3954437674460485,0.4,Medium
Diya Patel,19,Female,BSc CS,2nd Year,67,5.9,6.8,7.8,6.2,4.2,0.0,occasionally,0,6.2,2,0,0.4435723504517213,0.44,Medium
Priya Mehta,21,Male,BSc CS,1st Year,40,5.7,6.2,7.2,8.6,6.4,1.0,regularly,0,6.8,3,1,0.5029864633670498,0.5,Medium
Sneha Joshi,18,Male,BSc CS,1st Year,50,7.4,7.1,7.6,8.0,7.6,1.0,regularly,0,7.6,3,1,0.3689407809826815,0.37,Medium
Vikram Kulkarni,22,Female,BBA,1st Year,67,5.4,6.1,8.5,4.8,7.8,4.0,regularly,0,6.5,3,1,0.6399135576432451,0.63,High
Ishaan Chopra,21,Male,BCom,2nd Year,73,5.4,7.0,5.6,7.0,6.8,0.0,regularly,0,6.4,3,0,0.3370351472221388,0.33,Medium
Yash Verma,21,Male,BA,2nd Year,72,5.8,7.0,6.6,9.8,7.5,0.0,rarely,0,7.3,1,0,0.3412822282918629,0.34,Medium
Kavya Khan,20,Male,BA,3rd Year,57,8.5,6.3,8.5,9.1,6.3,0.0,regularly,0,7.7,3,0,0.2388870546567818,0.25,Low
Varun Malhotra,21,Female,BA,3rd Year,72,6.3,6.8,3.9,7.5,6.7,0.0,occasionally,0,6.2,2,0,0.4127472461506137,0.41,Medium
Aisha Reddy,22,Female,BBA,3rd Year,92,7.1,6.1,8.0,5.2,8.4,0.0,rarely,0,7.0,1,0,0.295960020410001,0.3,Low
Anjali Iyer,19,Male,BSc CS,2nd Year,68,7.8,7.6,7.1,8.1,8.2,1.0,rarely,0,7.8,1,1,0.38351292133145226,0.39,Medium
Vivaan Saxena,21,Male,BBA,2nd Year,72,5.9,7.5,7.7,7.0,7.6,1.0,never,0,7.1,0,1,0.5041420295945014,0.5,Medium
Neha Malhotra,21,Male,BSc CS,1st Year,66,7.2,7.0,6.3,6.1,7.1,0.0,never,0,6.7,0,0,0.5004952426689078,0.5,Medium
Yash Sharma,19,Female,BA,2nd Year,100,6.8,4.3,8.1,5.8,7.1,1.0,regularly,0,6.4,3,1,0.2803373653090014,0.3,Low
Aryan Tiwari,19,Female,BA,2nd Year,89,7.4,7.3,6.9,8.0,7.0,1.0,regularly,0,7.3,3,1,0.22003781853108031,0.23,Low
Aarav Nair,18,Male,BBA,2nd Year,70,7.6,7.0,4.9,7.8,6.4,0.0,occasionally,0,6.7,2,0,0.3645436263769246,0.36,Medium
Yash Agarwal,20,Male,BBA,3rd Year,81,9.0,7.0,7.6,7.4,6.3,2.0,never,0,7.4,0,1,0.49681844103610784,0.5,Medium
Priya Iyer,21,Female,BSc CS,3rd Year,73,9.9,7.0,7.8,8.4,6.2,3.0,occasionally,0,7.9,2,1,0.43895008554191556,0.44,Medium
Neha Agarwal,22,Male,BBA,3rd Year,100,8.1,7.0,7.0,8.6,7.5,0.0,never,0,7.6,0,0,0.23783653990455306,0.25,Low
Arjun Nair,21,Male,BCom,3rd Year,66,5.2,7.8,7.9,7.4,6.1,2.0,never,0,6.9,0,1,0.6363117927784615,0.64,High
Vikram Sharma,19,Male,BSc IT,1st Year,90,7.8,5.6,6.6,7.1,6.7,0.0,regularly,0,6.7,3,0,0.20932256805834848,0.22,Low
Ananya Desai,18,Female,BBA,3rd Year,64,8.2,6.8,8.3,8.7,8.1,1.0,occasionally,0,8.0,2,1,0.3110123960740762,0.31,Medium
Vikram Sharma,21,Female,BSc CS,3rd Year,91,7.3,7.0,4.1,7.1,5.1,3.0,regularly,0,6.1,3,1,0.5040369781192784,0.49,Medium
Simran Mehta,21,Male,BBA,2nd Year,61,6.6,5.1,7.0,7.8,7.1,0.0,rarely,0,6.7,1,0,0.4681243809466639,0.47,Medium
Tanvi Patel,18,Female,BBA,2nd Year,68,7.9,7.1,9.4,7.1,5.2,0.0,rarely,0,7.4,1,0,0.35699492751448214,0.36,Medium
Ishaan Mishra,20,Male,BBA,2nd Year,43,5.9,6.2,8.7,7.7,5.4,1.0,never,1,6.8,0,1,0.6743104121019299,0.67,High
Siddharth Gupta,19,Female,BSc IT,2nd Year,76,7.9,8.6,5.8,6.4,8.2,1.0,rarely,0,7.4,1,1,0.39539874538523867,0.4,Medium
Arjun Kulkarni,18,Male,BCom,3rd Year,56,6.6,8.9,5.7,6.7,7.0,2.0,rarely,0,7.0,1,1,0.6073926223849686,0.61,High
Siddharth Mehta,19,Male,BA,2nd Year,93,7.6,7.0,7.0,6.6,8.0,2.0,rarely,0,7.2,1,1,0.40746465768226436,0.41,Medium
Simran Shah,19,Male,BCom,2nd Year,79,7.2,8.7,8.4,8.1,7.0,0.0,occasionally,0,7.9,2,0,0.18591109643725415,0.2,Low
Aarav Pandey,19,Male,BSc IT,2nd Year,79,6.6,9.1,9.0,6.2,7.8,1.0,never,0,7.7,0,1,0.3973346940000601,0.4,Medium
Aarav Saxena,18,Male,BSc CS,1st Year,60,6.8,7.0,7.9,7.0,8.6,3.0,never,1,7.5,0,1,0.6637152204580246,0.67,High
Anjali Singh,19,Male,BSc IT,2nd Year,66,10.0,8.6,8.4,7.4,5.8,2.0,never,0,8.0,0,1,0.4961581174775639,0.5,Medium
Sneha Bansal,18,Male,BA,3rd Year,78,8.4,7.0,8.6,6.2,6.8,1.0,rarely,0,7.4,1,1,0.38334784044181663,0.38,Medium
Siddharth Sharma,20,Male,BSc CS,2nd Year,91,5.6,7.7,5.2,9.0,6.8,0.0,occasionally,0,6.9,2,0,0.252123540534862,0.25,Low
Priya Saxena,19,Female,BBA,1st Year,69,7.6,7.1,6.5,7.2,10.0,0.0,regularly,0,7.7,3,0,0.19261938349791394,0.2,Low
Ananya Desai,18,Male,BBA,3rd Year,71,8.0,7.9,7.0,8.2,8.0,1.0,rarely,0,7.8,1,1,0.3632379866134406,0.36,Medium
Aarav Shah,22,Male,BSc CS,2nd Year,57,5.4,3.9,6.1,7.2,7.4,0.0,regularly,1,6.0,3,0,0.45266680673530035,0.47,Medium
Anjali Patel,18,Male,BCom,1st Year,82,8.2,5.8,6.5,7.1,6.2,0.0,never,0,6.8,0,0,0.42715430560974876,0.43,Medium
Ishaan Jain,19,Male,BCom,1st Year,90,8.4,7.2,6.8,7.3,5.8,0.0,never,0,7.1,0,0,0.3450340666926795,0.34,Medium
Krishna Pandey,22,Male,BSc IT,1st Year,73,8.1,6.7,7.9,8.8,7.5,2.0,regularly,0,7.8,3,1,0.31386379325869673,0.33,Medium
Anjali Gupta,18,Female,BA,2nd Year,88,6.9,6.2,6.5,7.0,4.0,3.0,regularly,1,6.1,3,1,0.5184440375784133,0.52,Medium
Aarav Shah,18,Female,BSc CS,3rd Year,69,8.1,7.0,6.7,5.7,8.2,2.0,rarely,0,7.2,1,1,0.5271933247291173,0.52,Medium
Anjali Desai,21,Male,BBA,2nd Year,73,10.0,8.1,4.6,6.5,6.8,0.0,occasionally,0,7.2,2,0,0.2944142629888644,0.29,Low
Rahul Malhotra,22,Female,BSc CS,2nd Year,73,8.7,6.5,7.0,7.2,7.0,0.0,regularly,0,7.3,3,0,0.22405978929675535,0.23,Low
Diya Shah,20,Male,BCom,3rd Year,77,6.3,6.2,7.2,6.7,9.1,2.0,regularly,0,7.1,3,1,0.3777651049014015,0.38,Medium
Meera Jain,18,Male,BSc CS,2nd Year,73,6.4,7.0,7.5,5.2,7.0,0.0,rarely,0,6.6,1,0,0.42077618032836084,0.42,Medium
Aditya Mehta,19,Female,BA,3rd Year,76,6.7,6.8,8.0,7.7,7.6,1.0,never,0,7.4,0,1,0.454062490620404,0.46,Medium
Riya Mishra,20,Male,BSc CS,2nd Year,100,5.9,8.1,8.1,7.2,7.2,1.0,rarely,0,7.3,1,1,0.2966653660293542,0.31,Medium
Meera Jain,22,Female,BBA,2nd Year,62,6.6,6.4,8.3,7.3,5.7,1.0,occasionally,0,6.9,2,1,0.4570039319266438,0.45,Medium
Nisha Mehta,21,Female,BA,1st Year,88,7.6,4.9,7.7,6.8,7.1,1.0,never,0,6.8,0,1,0.4695800942461806,0.47,Medium
Siddharth Agarwal,21,Female,BSc CS,3rd Year,68,6.4,7.0,7.9,5.8,9.2,1.0,never,0,7.3,0,1,0.500405198547288,0.5,Medium
Shreya Kapoor,19,Male,BCom,2nd Year,86,8.7,8.2,7.0,7.8,7.6,0.0,occasionally,0,7.9,2,0,0.15272983762043388,0.16,Low
Manav Singh,19,Female,BSc IT,2nd Year,77,7.5,7.1,8.5,8.0,5.7,2.0,rarely,0,7.4,1,1,0.46666866764714704,0.47,Medium
Aryan Mehta,18,Male,BCom,2nd Year,45,6.0,7.3,5.4,4.8,6.9,0.0,regularly,1,6.1,3,0,0.4948824924212863,0.5,Medium
Shreya Tiwari,18,Female,BCom,1st Year,100,7.2,7.7,8.9,6.6,7.2,1.0,rarely,0,7.5,1,1,0.26953207071465,0.28,Low
Aryan Singh,21,Male,BA,1st Year,78,8.1,6.6,7.0,7.1,6.1,0.0,regularly,0,7.0,3,0,0.23753639283248784,0.24,Low
Aditya Agarwal,18,Female,BCom,1st Year,91,7.0,7.2,7.0,6.6,7.4,2.0,regularly,0,7.0,3,1,0.3207671759161989,0.32,Medium
Akash Khan,18,Female,BSc CS,3rd Year,58,7.2,5.8,7.7,6.1,6.6,4.0,regularly,1,6.7,3,1,0.6605336614941322,0.64,High
Riya Patel,18,Male,BSc CS,2nd Year,73,5.3,6.4,7.3,6.1,7.2,1.0,never,0,6.5,0,1,0.5781132755049974,0.57,Medium
Priya Khan,21,Male,BBA,3rd Year,66,5.9,6.5,5.8,6.5,8.6,1.0,rarely,0,6.7,1,1,0.5235465378035237,0.52,Medium
Riya Reddy,20,Female,BSc CS,3rd Year,59,8.2,7.0,7.1,5.8,8.2,1.0,occasionally,0,7.3,2,1,0.4242428790107152,0.42,Medium
Ishaan Reddy,18,Male,BCom,1st Year,73,6.6,5.9,8.0,7.0,5.8,1.0,occasionally,0,6.6,2,1,0.4337725485487888,0.44,Medium
Pooja Khan,21,Female,BBA,3rd Year,91,7.4,5.3,7.4,6.9,7.6,2.0,rarely,0,6.9,1,1,0.455983431881622,0.46,Medium
Aditya Kulkarni,22,Female,BSc CS,2nd Year,70,8.5,7.0,7.2,7.6,7.6,1.0,regularly,0,7.6,3,1,0.2788066152414682,0.28,Low
Shreya Saxena,20,Male,BSc IT,2nd Year,100,6.4,7.5,8.9,8.0,7.7,0.0,regularly,0,7.7,3,0,0.05138517873758121,0.06,Low
Pooja Saxena,20,Female,BSc CS,1st Year,68,9.3,7.9,7.0,4.7,7.4,0.0,regularly,0,7.3,3,0,0.25077287871056814,0.25,Low
Krishna Sharma,18,Female,BCom,3rd Year,61,8.6,7.4,7.0,5.1,8.0,0.0,occasionally,0,7.2,2,0,0.3448389710958367,0.34,Medium
Manav Jain,18,Male,BSc IT,3rd Year,60,8.5,9.2,6.9,6.9,6.7,1.0,regularly,0,7.6,3,1,0.3137437344298706,0.31,Medium
Neha Verma,18,Female,BSc CS,1st Year,59,4.4,7.0,8.7,6.8,5.8,2.0,rarely,0,6.5,1,1,0.6469970285439867,0.65,High
Rohan Joshi,22,Female,BA,3rd Year,64,7.8,7.0,7.4,6.0,4.6,0.0,occasionally,0,6.6,2,0,0.4073145841462316,0.41,Medium
Pooja Nair,19,Male,BCom,3rd Year,94,6.8,6.5,5.4,7.7,10.0,1.0,rarely,0,7.3,1,1,0.32699522766155403,0.33,Medium
Diya Verma,22,Female,BBA,1st Year,56,7.8,9.4,6.6,6.1,7.6,1.0,regularly,0,7.5,3,1,0.34904103010475146,0.35,Medium
Krishna Desai,21,Female,BA,3rd Year,82,8.0,6.1,9.4,8.6,8.0,0.0,regularly,0,8.0,3,0,0.09423117327490467,0.1,Low
Vivaan Iyer,20,Female,BA,1st Year,66,8.3,7.1,6.5,6.9,7.2,3.0,regularly,0,7.2,3,1,0.4915358525677582,0.51,Medium
Vikram Saxena,19,Female,BBA,2nd Year,95,6.6,3.4,3.8,5.2,6.6,1.0,regularly,0,5.1,3,1,0.4577242848996008,0.44,Medium
Aisha Pandey,18,Female,BCom,3rd Year,73,8.2,8.0,6.2,7.4,8.3,4.0,rarely,0,7.6,1,1,0.6068073355944411,0.6,Medium
Riya Sharma,22,Male,BBA,2nd Year,80,6.5,6.9,4.0,7.1,4.8,2.0,never,1,5.9,0,1,0.6933697511780774,0.68,High
Vikram Singh,21,Female,BCom,1st Year,96,8.1,8.4,6.5,7.8,9.8,1.0,occasionally,0,8.1,2,1,0.15670678632529922,0.15,Low
Priya Khan,22,Female,BSc CS,1st Year,94,4.4,6.0,6.3,8.6,7.0,2.0,never,0,6.5,0,1,0.5582435393342738,0.56,Medium
Meera Iyer,19,Female,BCom,1st Year,93,6.4,9.4,5.2,6.5,7.1,1.0,never,0,6.9,0,1,0.43218176906684275,0.44,Medium
Sneha Chopra,21,Male,BBA,3rd Year,73,6.7,7.0,5.8,7.1,7.4,3.0,rarely,0,6.8,1,1,0.6284179247831438,0.63,High
Sneha Pandey,20,Male,BSc IT,3rd Year,63,7.0,6.8,7.0,5.5,5.6,4.0,occasionally,0,6.4,2,1,0.7384218266950806,0.7,High
Riya Joshi,19,Female,BCom,1st Year,63,9.9,6.8,7.2,7.4,6.9,0.0,regularly,0,7.6,3,0,0.22640093645886467,0.22,Low
Aarav Jain,18,Male,BA,1st Year,76,9.5,7.0,7.4,8.9,8.4,1.0,never,0,8.2,0,1,0.3517123390461326,0.36,Medium
Rahul Joshi,20,Male,BSc IT,1st Year,72,6.6,6.1,7.6,5.0,7.2,2.0,regularly,0,6.5,3,1,0.470390491340757,0.48,Medium
Vikram Iyer,20,Female,BSc IT,1st Year,62,5.0,6.9,8.2,5.9,7.2,0.0,regularly,0,6.6,3,0,0.34998649338175697,0.35,Medium
Yash Mishra,18,Female,BBA,2nd Year,74,7.1,7.1,6.2,5.8,5.8,0.0,never,0,6.4,0,0,0.5071435003151544,0.5,Medium
Tanvi Pandey,19,Male,BSc CS,1st Year,93,6.8,7.6,8.4,5.4,7.0,0.0,never,0,7.0,0,0,0.3433082210283038,0.35,Medium
Manav Singh,19,Female,BSc CS,1st Year,69,8.2,8.2,6.3,6.5,5.6,3.0,occasionally,0,7.0,2,1,0.5639013116427051,0.56,Medium
Harsh Mishra,21,Male,BSc CS,3rd Year,54,7.4,7.0,8.8,9.1,7.9,1.0,occasionally,0,8.0,2,1,0.35526908185010664,0.36,Medium
Anjali Nair,19,Female,BA,1st Year,78,7.3,8.4,6.4,7.0,8.0,1.0,regularly,0,7.4,3,1,0.26133805564726725,0.27,Low
Aarav Kulkarni,22,Male,BSc CS,2nd Year,58,5.8,5.7,4.1,7.4,5.8,0.0,occasionally,1,5.8,2,0,0.5331812588168202,0.51,Medium
Riya Saxena,20,Male,BSc IT,1st Year,73,9.1,5.5,7.0,6.7,6.8,3.0,never,1,7.0,0,1,0.6604736320797192,0.66,High
Priya Patel,19,Male,BSc CS,2nd Year,73,8.0,5.9,9.7,7.4,7.2,1.0,regularly,0,7.7,3,1,0.2517033346339705,0.27,Low
Varun Singh,18,Male,BBA,3rd Year,82,7.2,8.0,7.0,7.8,7.2,2.0,regularly,0,7.4,3,1,0.3114175946213646,0.32,Medium
Krishna Reddy,20,Male,BBA,3rd Year,74,7.2,8.8,6.8,5.5,7.3,1.0,occasionally,0,7.1,2,1,0.37617432541945567,0.38,Medium
Arjun Agarwal,21,Female,BA,1st Year,65,7.6,7.0,8.5,5.5,7.8,1.0,never,0,7.3,0,1,0.5175586037158206,0.51,Medium
Sneha Bansal,19,Female,BCom,2nd Year,73,7.8,7.0,6.8,6.8,8.3,2.0,regularly,0,7.3,3,1,0.36969114866284464,0.38,Medium
Krishna Malhotra,22,Male,BCom,2nd Year,83,7.4,8.4,7.5,6.8,6.8,2.0,never,0,7.4,0,1,0.5000750367680162,0.5,Medium
Siddharth Khan,22,Male,BSc IT,3rd Year,47,7.2,6.6,5.2,4.5,7.0,0.0,regularly,1,6.1,3,0,0.4830266830747065,0.49,Medium
Arjun Desai,20,Female,BA,3rd Year,76,5.8,8.6,5.5,7.8,5.9,1.0,occasionally,0,6.7,2,1,0.41190683434883096,0.41,Medium
Aarav Mishra,22,Male,BSc CS,1st Year,88,8.7,5.8,7.3,5.3,7.0,1.0,regularly,0,6.8,3,1,0.28685055677281857,0.29,Low
Meera Verma,20,Female,BSc IT,1st Year,73,6.2,7.9,7.3,7.0,7.3,0.0,occasionally,0,7.1,2,0,0.30185791037608417,0.29,Low
Rohan Joshi,22,Female,BSc IT,1st Year,97,4.6,6.4,7.0,8.6,6.3,1.0,occasionally,0,6.6,2,1,0.33317825734609957,0.33,Medium
